Node No.;Displacements [mm];;;;Rotations [mrad];;;
132;5.7;0.0;-5.6;1.1;-1.1;0.8;0.5;
133;6.1;-0.3;-6.0;1.4;0.7;-0.6;-0.6;
134;4.4;-0.1;-4.4;0.1;-3.2;-0.2;-0.1;
139;4.7;0.0;-4.0;2.5;1.4;-0.9;-1.4;
140;5.1;0.4;-4.5;2.2;-1.6;1.1;0.1;
141;3.0;0.1;-3.0;0.1;-9.0;0.6;0.9;
142;4.0;-0.1;-3.8;1.0;-6.1;-0.8;0.4;
143;4.1;0.2;-3.9;1.3;-4.9;0.5;0.8;
145;3.7;0.0;-3.7;0.1;-5.1;0.2;0.2;
151;4.7;-0.1;-4.0;2.4;1.6;0.9;1.4;
152;5.0;-0.4;-4.5;2.1;-1.5;-1.1;-0.1;
153;3.0;-0.1;-3.0;0.1;-8.8;-0.4;-0.9;
154;4.0;0.0;-3.8;1.2;-6.1;0.8;-0.4;
155;4.2;-0.3;-3.9;1.4;-5.0;-0.6;-0.8;
156;3.7;-0.1;-3.7;0.1;-5.1;-0.3;-0.1;
Total;26.2;2.5;0.0;26.0;11.0;3.7;3.2;
max/min;0.0;-2.5;-7.5;0.0;-10.2;-3.7;-3.2;
