Node No.;Displacements [mm];;;;Rotations [mrad];;;
133;9.6;-0.3;-9.4;1.9;1.1;-0.8;-0.8;
134;7.1;-0.1;-7.1;0.2;-4.9;-0.3;-0.2;
139;7.2;0.0;-6.3;3.4;2.2;-1.3;-2.2;
140;7.8;0.5;-7.1;3.1;-2.3;1.5;0.1;
141;4.8;0.1;-4.8;0.2;-13.4;0.8;1.3;
142;6.3;-0.1;-6.2;1.5;-9.2;-1.1;0.6;
143;6.6;0.3;-6.3;1.9;-7.4;0.8;1.2;
145;6.0;0.0;-6.0;0.1;-7.8;0.3;0.2;
151;7.2;-0.1;-6.3;3.4;2.6;1.2;2.1;
152;7.7;-0.6;-7.1;3.1;-2.1;-1.6;-0.1;
153;4.8;-0.1;-4.8;0.1;-13.2;-0.6;-1.3;
154;6.3;0.0;-6.1;1.6;-9.2;1.1;-0.6;
155;6.6;-0.4;-6.3;2.0;-7.5;-0.8;-1.2;
156;6.0;-0.1;-6.0;0.2;-7.8;-0.3;-0.1;
Total;37.2;3.8;0.0;36.7;16.8;5.2;4.8;
max/min;0.0;-3.2;-11.6;0.0;-15.2;-5.2;-4.8;
