Node No.;Displacements [mm];;;;Rotations [mrad];;;
40;1.6;-0.4;-1.5;0.0;1.2;-1.7;-3.2;
41;3.4;0.1;-3.4;0.1;-9.7;0.5;1.1;
42;4.3;0.0;-4.3;0.1;-4.4;0.0;0.0;
43;3.4;-0.1;-3.4;0.1;-9.5;-0.3;-1.0;
44;1.6;0.3;-1.5;0.0;1.2;1.7;3.2;
45;0.0;0.0;0.0;0.0;-2.2;-1.6;0.0;
46;0.0;0.0;0.0;0.0;-2.8;-0.3;0.0;
47;0.0;0.0;0.0;0.0;-3.6;-0.3;0.0;
48;0.0;0.0;0.0;0.0;-2.8;-0.3;0.0;
49;4.7;-1.7;-2.2;3.8;-3.7;-2.8;-0.1;
50;9.7;-1.2;-2.8;9.2;-6.4;-3.4;0.3;
51;15.2;-0.7;-3.2;14.8;-8.6;-3.2;0.7;
52;24.5;0.2;-4.1;24.1;-4.2;-0.1;0.0;
53;23.2;0.1;-3.7;22.9;-5.9;-1.4;0.4;
54;20.0;-0.2;-3.5;19.7;-7.4;-2.5;0.6;
55;4.7;-1.7;-2.1;3.8;-3.8;-2.8;0.0;
57;9.6;-1.2;-2.7;9.1;-6.7;-3.4;0.4;
58;15.1;-0.7;-3.1;14.7;-8.8;-3.2;0.7;
59;19.8;-0.2;-3.3;19.5;-7.8;-2.5;0.7;
60;23.0;0.1;-3.5;22.7;-6.4;-1.4;0.5;
62;24.5;0.2;-4.1;24.1;-4.2;0.1;0.0;
63;24.3;0.2;-4.0;24.0;-4.6;-0.1;0.1;
64;4.8;2.1;-2.2;3.7;-3.6;2.8;0.1;
65;9.6;1.6;-2.8;9.1;-6.3;3.4;-0.3;
66;15.1;1.1;-3.2;14.7;-8.4;3.2;-0.6;
67;23.2;0.3;-3.7;22.9;-5.8;1.4;-0.4;
68;19.9;0.6;-3.5;19.6;-7.2;2.5;-0.6;
69;4.8;2.1;-2.1;3.7;-3.8;2.8;0.0;
71;9.6;1.6;-2.7;9.0;-6.5;3.4;-0.4;
72;15.0;1.1;-3.1;14.6;-8.7;3.2;-0.7;
73;19.7;0.6;-3.3;19.5;-7.7;2.5;-0.7;
74;23.0;0.3;-3.5;22.7;-6.3;1.4;-0.5;
76;24.3;0.2;-4.0;24.0;-4.6;0.1;0.0;
83;4.5;-1.5;-2.1;3.6;-4.0;-2.7;0.0;
84;9.2;-1.0;-2.6;8.8;-6.9;-3.2;0.4;
85;14.5;-0.5;-3.0;14.2;-9.2;-3.0;0.8;
86;18.9;-0.1;-3.1;18.7;-8.3;-2.3;0.8;
87;21.9;0.1;-3.3;21.6;-6.9;-1.3;0.5;
89;23.1;0.2;-3.8;22.8;-5.1;-0.1;0.1;
95;4.6;2.0;-2.1;3.6;-4.0;2.7;0.0;
96;9.2;1.5;-2.6;8.7;-6.8;3.2;-0.4;
97;14.4;1.0;-3.0;14.0;-9.0;3.0;-0.8;
98;18.8;0.6;-3.1;18.6;-8.2;2.3;-0.7;
99;21.8;0.3;-3.3;21.6;-6.8;1.3;-0.5;
100;23.1;0.2;-3.8;22.7;-5.1;0.1;-0.1;
111;4.8;-1.9;-1.9;4.0;-4.5;-3.0;0.0;
112;10.2;-1.3;-2.5;9.8;-7.4;-3.7;0.4;
113;16.1;-0.7;-2.8;15.9;-9.6;-3.5;0.8;
114;21.3;-0.2;-3.0;21.1;-8.7;-2.7;0.8;
115;24.8;0.1;-3.2;24.6;-7.3;-1.5;0.6;
116;8.1;0.0;-7.6;2.8;10.8;-1.0;-2.8;
117;26.2;0.2;-3.7;26.0;-5.5;-0.1;0.1;
118;8.0;0.4;-7.6;2.5;6.7;1.2;-0.1;
119;3.9;0.1;-3.9;0.1;-6.7;0.7;0.9;
120;5.9;-0.1;-5.9;1.0;-1.0;-0.8;-0.5;
121;6.3;0.2;-6.2;1.3;1.0;0.5;0.5;
122;4.5;0.0;-4.5;0.1;-3.1;0.2;0.2;
123;5.0;2.3;-1.9;3.9;-4.5;3.0;0.0;
124;10.1;1.8;-2.5;9.7;-7.2;3.7;-0.4;
125;16.0;1.2;-2.8;15.7;-9.4;3.5;-0.8;
126;21.2;0.7;-3.0;21.0;-8.6;2.7;-0.8;
127;24.8;0.4;-3.2;24.6;-7.3;1.5;-0.5;
128;26.2;0.2;-3.7;26.0;-5.5;0.1;-0.1;
129;8.1;-0.1;-7.6;2.8;11.2;0.9;2.8;
130;8.0;-0.4;-7.6;2.4;6.8;-1.3;0.0;
131;3.9;-0.1;-3.9;0.1;-6.6;-0.5;-0.9;
132;5.9;0.0;-5.8;1.1;-1.0;0.8;0.5;
133;6.3;-0.2;-6.1;1.4;0.8;-0.6;-0.5;
134;4.5;-0.1;-4.5;0.1;-3.2;-0.2;-0.1;
139;4.8;0.0;-4.1;2.4;1.5;-0.9;-1.4;
140;5.2;0.4;-4.6;2.2;-1.5;1.1;0.1;
141;3.1;0.1;-3.1;0.1;-8.9;0.6;0.9;
142;4.1;-0.1;-4.0;1.0;-6.1;-0.8;0.4;
143;4.3;0.2;-4.1;1.3;-4.8;0.5;0.8;
145;3.8;0.0;-3.8;0.1;-5.1;0.2;0.2;
151;4.8;-0.1;-4.1;2.4;1.7;0.9;1.4;
152;5.1;-0.4;-4.6;2.1;-1.3;-1.1;-0.1;
153;3.1;-0.1;-3.1;0.1;-8.7;-0.4;-0.9;
154;4.1;0.0;-3.9;1.2;-6.0;0.8;-0.4;
155;4.3;-0.3;-4.0;1.4;-4.9;-0.6;-0.8;
156;3.8;-0.1;-3.8;0.1;-5.1;-0.3;-0.1;
Total;26.3;2.7;0.0;26.0;11.2;3.7;3.2;
max/min;0.0;-2.2;-7.6;0.0;-10.1;-3.7;-3.2;
