Node No.;Displacements [mm];;;;Rotations [mrad];;;
72;20.2;-0.4;0.1;20.2;0.0;4.3;0.0;
73;26.5;-1.0;0.1;26.5;-0.1;3.2;0.0;
74;30.7;-1.4;0.1;30.7;-0.1;1.7;0.0;
76;32.1;-1.5;0.1;32.1;0.0;0.0;0.0;
83;6.3;-4.1;0.0;4.7;0.1;-3.7;0.0;
84;12.3;-3.4;0.0;11.9;0.1;-4.6;0.0;
85;19.7;-2.7;0.0;19.5;0.1;-4.4;0.0;
86;26.2;-2.1;0.0;26.1;0.1;-3.4;0.0;
87;30.7;-1.7;0.0;30.7;0.2;-2.0;0.0;
89;32.6;-1.5;0.0;32.6;0.2;-0.3;0.0;
95;5.5;1.0;0.0;5.4;0.1;4.0;0.0;
96;12.8;0.3;0.0;12.8;0.1;4.7;0.0;
97;20.5;-0.4;0.0;20.5;0.1;4.3;0.0;
98;27.0;-1.0;0.0;26.9;0.2;3.3;0.0;
99;31.2;-1.4;0.0;31.1;0.2;1.7;0.0;
100;32.6;-1.5;0.0;32.6;0.2;0.0;0.0;
111;6.3;-4.1;0.0;4.7;0.0;-3.7;0.0;
112;12.3;-3.4;0.0;11.8;0.1;-4.6;0.0;
113;19.7;-2.7;0.0;19.5;0.0;-4.4;0.0;
114;26.2;-2.1;0.0;26.1;0.1;-3.4;0.0;
115;30.7;-1.7;0.0;30.7;0.2;-2.0;0.0;
116;3.9;-0.1;2.4;3.1;-6.3;-1.3;1.1;
117;32.6;-1.5;0.0;32.6;0.2;-0.3;0.0;
118;3.6;0.4;2.1;2.9;-5.7;1.4;0.1;
119;0.4;0.0;0.4;0.2;-0.9;0.7;-0.1;
120;1.8;-0.2;1.0;1.5;-2.4;-1.1;0.5;
121;2.1;0.1;1.0;1.9;-2.6;0.8;0.0;
122;0.4;-0.1;0.3;0.1;-0.7;0.3;0.2;
123;5.5;1.0;0.0;5.4;0.1;4.0;0.0;
124;12.8;0.3;0.0;12.8;0.2;4.7;0.0;
125;20.5;-0.4;0.0;20.5;0.1;4.3;0.0;
126;26.9;-1.0;0.0;26.9;0.2;3.3;0.0;
127;31.2;-1.4;0.0;31.1;0.2;1.7;0.0;
128;32.6;-1.5;0.0;32.6;0.2;0.0;0.0;
129;5.2;-0.3;4.4;2.8;-12.0;1.1;-1.9;
130;4.7;-0.7;3.8;2.6;-10.2;-1.4;0.0;
131;0.8;-0.3;0.7;0.1;-1.5;-0.4;0.2;
132;2.5;-0.2;1.8;1.7;-4.8;1.1;-1.0;
133;3.1;-0.5;2.2;2.1;-5.8;-0.9;-0.2;
134;0.5;-0.2;0.5;0.2;-1.0;-0.3;0.2;
139;3.9;-0.1;-2.3;3.1;6.2;-1.3;-1.0;
140;3.6;0.4;-2.0;2.9;5.6;1.4;-0.1;
141;0.3;0.0;-0.3;0.2;0.9;0.7;0.1;
142;1.8;-0.2;-0.8;1.5;2.4;-1.1;-0.5;
143;2.1;0.1;-0.9;1.9;2.5;0.8;0.0;
145;0.2;-0.1;-0.2;0.1;0.6;0.3;-0.2;
151;5.1;-0.3;-4.3;2.8;11.9;1.1;1.9;
152;4.5;-0.7;-3.6;2.6;10.1;-1.4;0.0;
153;0.6;-0.3;-0.5;0.1;1.4;-0.4;-0.2;
154;2.4;-0.2;-1.6;1.7;4.7;1.1;1.0;
155;2.9;-0.5;-2.0;2.1;5.7;-0.9;0.2;
156;0.4;-0.2;-0.3;0.2;0.9;-0.3;-0.2;
Total;32.6;1.5;4.4;32.6;11.9;4.7;2.0;
max/min;0.0;-4.6;-4.3;0.0;-12.0;-4.6;-2.0;
