Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
5;5;0.000;M_T;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.96;-0.23;4.13;0.10;-2.61;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.96;-0.23;4.13;0.10;-2.61;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.96;-0.24;4.15;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.96;-0.23;4.15;0.10;-2.61;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.96;-0.24;4.13;0.10;-2.92;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-3.57;-0.12;0.53;-0.01;1.75;0.74;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-3.57;-0.12;0.53;-0.01;1.75;0.74;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-3.50;-0.01;0.34;-0.01;1.85;0.75;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-3.72;-0.37;0.95;-0.01;1.38;0.61;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;M_y;-3.42;0.12;0.15;-0.01;1.91;0.74;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-4.02;-0.86;1.80;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-3.50;-0.01;0.34;-0.01;1.85;0.75;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-2.81;0.55;-0.55;0.00;1.29;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-2.81;0.55;1.80;0.00;1.91;0.75;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-4.02;-0.86;-0.55;-0.01;0.00;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-8.90;0.03;0.27;0.00;1.95;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-8.74;0.00;-0.20;0.00;1.97;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-8.05;-0.14;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-9.12;0.08;1.00;0.00;1.49;-0.12;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.000;M_T;-8.51;-0.05;-0.76;0.00;1.59;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-8.82;0.01;0.02;0.00;1.99;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-9.42;0.15;1.98;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-8.74;0.00;-0.20;0.00;1.97;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-8.05;0.15;1.98;0.00;1.99;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-9.42;-0.14;-1.21;0.00;0.00;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-8.74;0.01;0.01;0.00;2.48;-0.18;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-7.90;-0.14;-1.35;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-9.12;0.09;1.22;0.00;1.72;-0.12;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-8.36;-0.06;-0.95;0.00;1.83;-0.15;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-8.74;0.01;0.01;0.00;2.48;-0.18;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-9.42;0.15;2.20;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-8.66;0.00;-0.24;0.00;2.45;-0.18;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-7.90;0.15;2.20;0.00;2.48;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-9.42;-0.14;-1.35;0.00;0.00;-0.18;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-7.65;0.03;0.27;0.00;1.95;-0.13;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-7.50;0.00;-0.20;0.00;1.97;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-6.81;-0.12;-1.21;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-7.87;0.07;1.00;0.00;1.49;-0.10;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-7.26;-0.04;-0.76;0.00;1.59;-0.12;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-7.57;0.01;0.02;0.00;1.99;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-8.17;0.13;1.97;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-7.50;0.00;-0.20;0.00;1.97;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-6.81;0.13;1.97;0.00;1.99;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-8.17;-0.12;-1.21;0.00;0.00;-0.14;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.34;0.04;-23.01;0.02;-35.99;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.34;0.04;-23.02;0.02;-35.99;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;V_z;-46.55;0.04;-21.64;0.03;-80.24;-0.13;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-49.69;0.05;-24.97;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-46.11;0.03;-21.69;0.04;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-46.11;0.05;-21.64;0.04;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-49.69;0.03;-24.97;0.01;-91.06;-0.14;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-22.00;-0.34;26.77;-0.16;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-22.18;-0.23;28.23;-0.14;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-22.00;-0.23;28.23;-0.14;-45.75;0.13;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-22.18;-0.34;26.77;-0.16;-91.13;-0.05;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-8.18;0.12;13.26;0.04;22.52;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-8.05;0.14;11.83;0.04;42.27;0.34;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-8.05;0.14;13.26;0.04;42.27;0.57;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-8.18;0.12;11.83;0.04;22.52;0.34;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-6.89;-0.47;-0.44;-0.09;60.19;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-6.89;-0.47;-0.44;-0.09;60.19;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_y;-6.89;-0.47;-0.44;-0.09;60.19;-0.80;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-6.87;-0.47;-0.30;-0.09;60.25;-0.89;Beam | 1 - IPE 500 | L : 0.150 m
