Member No.;Node;;Forces [kN];;;Moments [kNm];;;
129;30;;0.00;0.33;3.28;0.00;0.00;0.00;
129;23;;0.00;-0.33;-3.28;0.00;0.00;0.00;
130;71;;-0.06;0.63;6.33;0.00;0.00;0.00;
130;96;;-0.06;-0.63;-6.33;0.00;0.00;0.00;
131;72;;-0.30;0.63;6.33;0.00;0.00;0.00;
131;97;;-0.30;-0.63;-6.33;0.00;0.00;0.00;
132;73;;-0.04;0.63;6.33;0.00;0.00;0.00;
132;98;;-0.04;-0.63;-6.33;0.00;0.00;0.00;
133;74;;-0.02;0.63;6.33;0.00;0.00;0.00;
133;99;;-0.02;-0.63;-6.33;0.00;0.00;0.00;
134;89;;-0.01;0.38;3.83;0.00;0.00;0.00;
134;63;;-0.01;-0.38;-3.83;0.00;0.00;0.00;
135;76;;-0.01;0.38;3.83;0.00;0.00;0.00;
135;100;;-0.01;-0.38;-3.83;0.00;0.00;0.00;
148;111;;-0.22;0.63;6.33;0.00;0.00;0.00;
148;83;;-0.22;-0.63;-6.33;0.00;0.00;0.00;
149;12;;0.00;0.33;3.28;0.00;0.00;0.00;
149;19;;0.00;-0.33;-3.28;0.00;0.00;0.00;
150;112;;-0.12;0.63;6.33;0.00;0.00;0.00;
150;84;;-0.12;-0.63;-6.33;0.00;0.00;0.00;
151;113;;-0.65;0.63;6.33;0.00;0.00;0.00;
151;85;;-0.65;-0.63;-6.33;0.00;0.00;0.00;
152;114;;-0.10;0.63;6.33;0.00;0.00;0.00;
152;86;;-0.10;-0.63;-6.33;0.00;0.00;0.00;
153;115;;-0.07;0.63;6.33;0.00;0.00;0.00;
153;87;;-0.07;-0.63;-6.33;0.00;0.00;0.00;
154;95;;-0.22;0.63;6.33;0.00;0.00;0.00;
154;123;;-0.22;-0.63;-6.33;0.00;0.00;0.00;
155;23;;0.00;0.33;3.28;0.00;0.00;0.00;
155;16;;0.00;-0.33;-3.28;0.00;0.00;0.00;
156;96;;-0.11;0.63;6.33;0.00;0.00;0.00;
156;124;;-0.11;-0.63;-6.33;0.00;0.00;0.00;
157;97;;-0.64;0.63;6.33;0.00;0.00;0.00;
157;125;;-0.64;-0.63;-6.33;0.00;0.00;0.00;
158;98;;-0.10;0.63;6.33;0.00;0.00;0.00;
158;126;;-0.10;-0.63;-6.33;0.00;0.00;0.00;
159;99;;-0.06;0.63;6.33;0.00;0.00;0.00;
159;127;;-0.06;-0.63;-6.33;0.00;0.00;0.00;
160;117;;-0.10;0.38;3.83;0.00;0.00;0.00;
160;89;;-0.10;-0.38;-3.83;0.00;0.00;0.00;
161;100;;-0.09;0.38;3.83;0.00;0.00;0.00;
161;128;;-0.09;-0.38;-3.83;0.00;0.00;0.00;
174;139;;-0.27;0.63;6.33;0.00;0.00;0.00;
174;111;;-0.27;-0.63;-6.33;0.00;0.00;0.00;
175;2;;0.00;0.33;3.28;0.00;0.00;0.00;
175;12;;0.00;-0.33;-3.28;0.00;0.00;0.00;
176;140;;-0.18;0.63;6.33;0.00;0.00;0.00;
176;112;;-0.18;-0.63;-6.33;0.00;0.00;0.00;
177;141;;-1.00;0.63;6.32;0.00;0.00;0.00;
177;113;;-1.00;-0.63;-6.34;0.00;0.00;0.00;
178;142;;-0.14;0.63;6.33;0.00;0.00;0.00;
178;114;;-0.14;-0.63;-6.33;0.00;0.00;0.00;
179;143;;-0.11;0.63;6.33;0.00;0.00;0.00;
179;115;;-0.11;-0.63;-6.33;0.00;0.00;0.00;
180;123;;-0.28;0.63;6.33;0.00;0.00;0.00;
180;151;;-0.28;-0.63;-6.33;0.00;0.00;0.00;
181;16;;0.00;0.33;3.28;0.00;0.00;0.00;
181;6;;0.00;-0.33;-3.28;0.00;0.00;0.00;
182;124;;-0.17;0.63;6.33;0.00;0.00;0.00;
182;152;;-0.17;-0.63;-6.33;0.00;0.00;0.00;
183;125;;-0.98;0.63;6.34;0.00;0.00;0.00;
183;153;;-0.98;-0.63;-6.32;0.00;0.00;0.00;
184;126;;-0.14;0.63;6.33;0.00;0.00;0.00;
184;154;;-0.14;-0.63;-6.33;0.00;0.00;0.00;
185;127;;-0.10;0.63;6.33;0.00;0.00;0.00;
185;155;;-0.10;-0.63;-6.33;0.00;0.00;0.00;
186;145;;-0.18;0.38;3.83;0.00;0.00;0.00;
186;117;;-0.18;-0.38;-3.83;0.00;0.00;0.00;
187;128;;-0.17;0.38;3.83;0.00;0.00;0.00;
187;156;;-0.17;-0.38;-3.83;0.00;0.00;0.00;
200;49;;0.10;0.63;6.33;0.00;0.00;0.00;
200;116;;0.10;-0.63;-6.33;0.00;0.00;0.00;
201;33;;0.00;0.33;3.28;0.00;0.00;0.00;
201;40;;0.00;-0.33;-3.28;0.00;0.00;0.00;
202;50;;0.08;0.63;6.33;0.00;0.00;0.00;
202;118;;0.08;-0.63;-6.33;0.00;0.00;0.00;
203;51;;0.37;0.63;6.33;0.00;0.00;0.00;
203;119;;0.37;-0.63;-6.33;0.00;0.00;0.00;
204;54;;0.06;0.63;6.33;0.00;0.00;0.00;
204;120;;0.06;-0.63;-6.33;0.00;0.00;0.00;
205;53;;0.03;0.63;6.33;0.00;0.00;0.00;
205;121;;0.03;-0.63;-6.33;0.00;0.00;0.00;
206;129;;0.10;0.63;6.33;0.00;0.00;0.00;
206;64;;0.10;-0.63;-6.33;0.00;0.00;0.00;
207;44;;0.00;0.33;3.28;0.00;0.00;0.00;
207;37;;0.00;-0.33;-3.28;0.00;0.00;0.00;
208;130;;0.08;0.63;6.33;0.00;0.00;0.00;
208;65;;0.08;-0.63;-6.33;0.00;0.00;0.00;
209;131;;0.37;0.63;6.33;0.00;0.00;0.00;
209;66;;0.37;-0.63;-6.33;0.00;0.00;0.00;
210;132;;0.06;0.63;6.33;0.00;0.00;0.00;
210;68;;0.06;-0.63;-6.33;0.00;0.00;0.00;
211;133;;0.03;0.63;6.33;0.00;0.00;0.00;
211;67;;0.03;-0.63;-6.33;0.00;0.00;0.00;
212;52;;0.07;0.38;3.83;0.00;0.00;0.00;
212;122;;0.07;-0.38;-3.83;0.00;0.00;0.00;
213;134;;0.07;0.38;3.83;0.00;0.00;0.00;
213;62;;0.07;-0.38;-3.83;0.00;0.00;0.00;
Total;;;0.37;0.63;6.34;0.00;0.00;0.00;
max/min;;;-22.72;-0.63;-6.34;0.00;0.00;0.00;
