Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
5;153;0.075;M_T;3.90;0.41;14.33;-0.23;-8.49;1.24;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;3.90;0.41;14.33;-0.23;-8.49;1.24;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;3.90;0.45;14.36;-0.23;-9.56;1.29;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;3.90;0.45;14.36;-0.23;-9.56;1.29;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;3.90;0.41;14.33;-0.23;-8.49;1.24;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;3.90;0.45;14.36;-0.23;-8.49;1.29;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;3.90;0.41;14.33;-0.23;-9.56;1.24;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-10.62;0.27;1.63;0.01;4.40;-1.58;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-10.62;0.27;1.63;0.01;4.40;-1.58;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-10.53;0.03;1.23;0.01;4.74;-1.61;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-10.42;-0.23;0.82;0.01;5.01;-1.59;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.000;;-10.42;-0.23;0.81;0.01;5.01;-1.59;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-10.83;0.79;2.50;0.01;3.37;-1.31;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-10.15;-0.74;-0.03;0.01;5.25;-1.25;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-11.23;1.82;4.24;0.01;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-9.60;-1.15;-0.77;0.00;4.57;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-10.53;0.03;1.23;0.01;4.74;-1.61;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-9.60;1.82;4.24;0.01;5.25;0.10;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-11.23;-1.15;-0.77;0.00;0.00;-1.61;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-23.85;0.09;-0.58;0.00;-4.14;-0.43;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-23.65;0.00;0.41;0.00;-4.18;-0.45;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.71;-0.39;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.71;-0.39;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-22.71;-0.39;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-22.71;-0.39;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-22.71;-0.39;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.500;M_T;-23.12;-0.22;2.14;0.00;-2.42;-0.30;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-24.15;0.22;-2.11;0.00;-3.15;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-23.74;0.04;-0.05;0.00;-4.22;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-24.55;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-23.65;0.00;0.41;0.00;-4.18;-0.45;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.71;0.40;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-24.55;-0.39;-4.17;0.00;-4.22;-0.45;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-23.01;0.04;-0.02;0.00;-5.26;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-21.87;-0.37;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-21.87;-0.37;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-21.87;-0.37;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-21.87;-0.37;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-21.87;-0.37;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-22.49;-0.16;2.01;0.00;-3.88;-0.40;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-23.51;0.24;-2.60;0.00;-3.64;-0.32;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-23.01;0.04;-0.02;0.00;-5.26;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-23.91;0.39;-4.67;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-22.90;-0.01;0.50;0.00;-5.20;-0.49;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-21.87;0.39;2.87;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-23.91;-0.37;-4.67;0.00;-5.26;-0.49;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-23.63;0.09;-0.58;0.00;-4.14;-0.42;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-23.43;0.00;0.41;0.00;-4.18;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.50;-0.38;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.50;-0.38;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-22.50;-0.38;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-22.50;-0.38;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-22.50;-0.38;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-23.11;-0.14;1.62;0.00;-3.37;-0.39;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-23.93;0.22;-2.11;0.00;-3.15;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-23.53;0.04;-0.05;0.00;-4.22;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-24.34;0.40;-4.17;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-23.43;0.00;0.41;0.00;-4.18;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.50;0.40;2.56;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-24.34;-0.38;-4.17;0.00;-4.22;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-94.54;-0.03;-61.65;-0.04;-94.48;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-94.54;-0.03;-61.66;-0.04;-94.48;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.500;V_z;-92.28;-0.01;-59.80;-0.08;-215.39;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-91.74;-0.01;-59.89;-0.09;-245.31;0.04;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.000;M_z;-92.83;-0.02;-59.94;-0.07;-185.46;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-96.33;-0.03;-64.27;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-91.74;-0.01;-59.80;-0.01;0.00;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-96.33;-0.03;-64.27;-0.09;-245.31;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-75.02;0.39;76.19;0.09;-118.31;0.19;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;;1.031;M_z;-75.15;0.31;76.88;0.07;-165.68;0.24;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-75.44;0.16;77.98;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-75.02;0.39;77.98;0.09;-118.31;0.24;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-75.44;0.16;76.19;0.03;-245.55;0.10;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-75.89;0.05;32.97;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-75.76;0.01;30.94;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.394;M_z;-75.86;0.04;32.46;-0.03;78.08;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-75.76;0.05;32.97;-0.03;115.54;-0.83;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-75.89;0.01;30.94;-0.03;65.20;-0.86;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-72.18;0.38;6.62;0.03;145.60;0.33;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-72.20;0.38;6.43;0.03;146.58;0.24;Beam | 1 - IPE 500 | L : 0.150 m
