Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
4;156;0.150;N;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;1.78;-0.61;5.06;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;1.78;-0.61;5.10;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;1.78;-0.61;5.10;0.01;-3.01;-0.86;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;1.78;-0.61;5.06;0.01;-3.78;-0.95;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.97;-0.26;7.02;0.10;-4.49;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.97;-0.26;7.02;0.10;-4.49;-0.48;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;5;0.000;N;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;N;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.97;-0.26;7.02;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.97;-0.27;7.03;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.97;-0.26;7.03;0.10;-4.23;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.97;-0.27;7.02;0.10;-4.75;-0.50;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-5.58;-0.10;0.77;-0.01;2.08;0.65;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-5.58;-0.10;0.77;-0.01;2.08;0.65;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-5.51;0.00;0.59;-0.01;2.24;0.66;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-5.73;-0.32;1.18;-0.01;1.59;0.54;Beam | 2 - HEA 160 | L : 4.000 m
6;;2.667;M_y;-5.23;0.33;0.04;0.00;2.51;0.50;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-6.04;-0.76;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-5.51;0.00;0.59;-0.01;2.24;0.66;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-4.82;0.47;-0.25;0.00;2.31;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-4.82;0.47;2.00;0.00;2.51;0.66;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-6.04;-0.76;-0.25;-0.01;0.00;-0.07;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-13.13;0.00;0.23;0.00;1.73;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-12.98;0.00;-0.19;0.00;1.74;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-12.29;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-12.29;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-12.29;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-12.29;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-12.29;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_T;-13.05;0.00;0.00;0.00;1.76;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_T;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-13.05;0.00;0.00;0.00;1.76;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-13.66;0.00;1.76;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.500;M_z;-12.90;0.00;-0.39;0.00;1.66;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-12.29;0.00;1.76;0.00;1.76;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-13.66;0.00;-1.01;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-12.50;0.00;-0.01;0.00;2.23;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-11.66;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-11.66;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-11.66;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-11.66;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-11.66;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_T;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.000;M_T;-12.57;0.00;0.21;0.00;2.21;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-12.50;0.00;-0.01;0.00;2.23;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-12.42;0.00;-0.23;0.00;2.20;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-13.17;0.00;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-11.66;0.00;2.00;0.00;2.23;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-13.17;0.00;-1.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-12.06;0.00;0.23;0.00;1.75;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-11.91;0.00;-0.19;0.00;1.76;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-11.22;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-11.22;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-11.22;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-11.22;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-11.22;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_T;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_T;-11.98;0.00;0.00;0.00;1.78;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-11.98;0.00;0.00;0.00;1.78;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_z;-11.98;0.00;0.00;0.00;1.78;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-12.59;0.00;1.78;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-11.22;0.00;1.78;0.00;1.78;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-12.59;0.00;-1.02;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-64.47;0.26;-34.89;0.02;-54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-64.47;0.25;-34.89;0.02;-54.20;-0.89;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-62.28;-0.84;-32.70;0.09;-137.87;-0.12;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-65.81;0.94;-37.36;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;M_z;-64.03;0.03;-34.13;0.03;-71.45;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-62.28;0.94;-32.70;0.09;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-65.81;-0.84;-37.36;0.01;-137.87;-0.96;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-35.12;-0.23;42.71;-0.11;-137.99;-0.10;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-34.90;-0.40;41.28;-0.15;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.619;M_z;-35.03;-0.30;42.18;-0.13;-111.72;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-34.90;-0.23;42.71;-0.11;-68.68;0.00;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-35.12;-0.40;41.28;-0.15;-137.99;-0.13;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-20.45;0.06;19.45;0.04;33.93;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-20.33;0.09;18.01;0.04;63.42;0.53;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-20.33;0.09;19.45;0.04;63.42;0.68;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-20.45;0.06;18.01;0.04;33.93;0.53;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-18.48;-0.47;0.98;-0.07;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-18.49;-0.47;0.84;-0.08;87.69;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-18.48;-0.47;0.98;-0.07;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-18.49;-0.47;0.84;-0.08;87.69;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-18.48;-0.47;0.98;-0.07;87.55;-0.75;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;V_y;-18.49;-0.47;0.84;-0.08;87.69;-0.66;Beam | 1 - IPE 500 | L : 0.150 m
