Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
7;3;4.500;V_y;-12.34;-0.21;2.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-12.34;-0.21;2.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-13.70;0.22;-4.62;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.500;M_T;-12.65;-0.12;2.36;0.00;-2.67;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-13.41;0.12;-2.33;0.00;-3.48;-0.17;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-13.70;0.22;-4.62;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-13.11;0.02;-0.05;0.00;-4.66;-0.24;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-13.70;0.22;-4.62;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-13.03;0.00;0.46;0.00;-4.61;-0.24;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-12.34;0.22;2.83;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-13.70;-0.21;-4.62;0.00;-4.66;-0.24;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-12.89;0.02;-0.02;0.00;-5.80;-0.27;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-12.05;-0.21;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-12.05;-0.21;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-12.05;-0.21;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-12.05;-0.21;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-12.05;-0.21;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-12.51;-0.09;2.22;0.00;-4.27;-0.22;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-13.26;0.13;-2.87;0.00;-4.01;-0.17;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-12.89;0.02;-0.02;0.00;-5.80;-0.27;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-13.55;0.22;-5.15;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-12.81;0.00;0.55;0.00;-5.73;-0.27;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-12.05;0.22;3.16;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-13.55;-0.21;-5.15;0.00;-5.80;-0.27;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-12.26;0.04;-0.64;0.00;-4.57;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-12.11;0.00;0.46;0.00;-4.61;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-11.42;-0.19;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-11.42;-0.19;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-11.42;-0.19;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-11.42;-0.19;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-11.42;-0.19;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-11.88;-0.07;1.78;0.00;-3.72;-0.20;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-12.48;0.11;-2.33;0.00;-3.47;-0.16;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-12.18;0.02;-0.05;0.00;-4.66;-0.22;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-12.78;0.21;-4.61;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-12.11;0.00;0.46;0.00;-4.61;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-11.42;0.21;2.82;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-12.78;-0.19;-4.61;0.00;-4.66;-0.23;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.67;-0.03;-31.29;-0.02;-49.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-48.67;-0.03;-31.30;-0.02;-49.52;0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_z;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_z;-46.47;-0.02;-28.73;-0.05;-123.24;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-50.02;-0.04;-34.72;-0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-46.47;-0.02;-28.73;-0.01;0.00;0.10;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-50.02;-0.04;-34.72;-0.05;-123.24;0.00;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-41.54;0.16;39.74;0.09;-123.35;0.06;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.619;M_z;-41.46;0.21;39.21;0.10;-98.93;0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_z;-41.34;0.29;38.31;0.12;-58.95;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-41.34;0.29;39.74;0.12;-58.95;0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-41.54;0.16;38.31;0.09;-123.35;-0.01;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.591;M_T;-44.68;-0.10;15.92;-0.04;43.21;-0.60;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_z;-44.60;-0.12;15.01;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-44.72;-0.09;16.47;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-44.60;-0.09;16.47;-0.04;58.44;-0.46;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-44.72;-0.12;15.01;-0.04;33.65;-0.67;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-42.76;0.42;3.82;0.07;72.15;0.73;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-42.77;0.42;3.68;0.07;72.71;0.65;Beam | 1 - IPE 500 | L : 0.150 m
