FE Node No.;Coordinates;;;
;X [m];Y [m];Z [m];
1629;18.35818866164832;21;-4.164181113835168;
1630;18.35818861935436;20.5;-4.164181128064564;
1631;20;24.5;-4;
1632;20;24;-4;
1633;20;23.5;-4;
1634;20;23;-4;
1635;20;22.5;-4;
1636;20;22;-4;
1637;20;21.5;-4;
1638;20;21;-4;
1639;20;20.5;-4;
1640;5;0;-2;
1641;16.716377022371113;24.5;-4.328362927762889;
1642;16.71637704474222;24;-4.328362855525779;
1643;16.71637706711333;23.5;-4.328362783288667;
1644;16.71637708948444;23;-4.328362711051557;
1645;16.71637711185555;22.5;-4.328362638814445;
1646;16.71637713422666;22;-4.328362566577334;
1647;16.71637715659777;21.5;-4.328362494340223;
1648;16.71637717896888;21;-4.328362422103112;
1649;16.716377201339988;20.5;-4.328362349866002;
1650;15.074565989305473;24.5;-4.492543941069453;
1651;15.074565978610941;24;-4.492543882138906;
1652;15.07456596791641;23.5;-4.492543823208359;
1653;15.07456595722188;23;-4.492543764277812;
1654;15.07456594652735;22.5;-4.492543705347265;
1655;15.07456593583282;22;-4.492543646416718;
1656;15.074565925138293;21.5;-4.492543587486171;
1657;15.07456591444376;21;-4.492543528555625;
1658;15.07456590374923;20.5;-4.492543469625077;
1659;5;0;-2.5;
1660;13.4328780464144;24.5;-4.65671291535856;
1661;13.432878092828801;24;-4.65671283071712;
1662;13.4328781392432;23.5;-4.65671274607568;
1663;13.4328781856576;23;-4.65671266143424;
1664;13.432878232072;22.5;-4.6567125767928;
1665;13.4328782784864;22;-4.65671249215136;
1666;13.4328783249008;21.5;-4.65671240750992;
1667;13.4328783713152;21;-4.65671232286848;
1668;13.4328784177296;20.5;-4.65671223822704;
1669;5;0;-3;
1670;11.79106698783695;24.5;-4.820894831216306;
1671;11.7910669756739;24;-4.82089466243261;
1672;11.79106696351085;23.5;-4.820894493648916;
1673;11.7910669513478;23;-4.82089432486522;
1674;11.79106693918475;22.5;-4.820894156081526;
1675;11.791066927021703;22;-4.82089398729783;
1676;11.79106691485865;21.5;-4.820893818514136;
1677;11.7910669026956;21;-4.82089364973044;
1678;11.79106689053255;20.5;-4.820893480946746;
1679;9.85074437448676;20.5;-4.985074697448678;
1680;9.85074433287712;21;-4.985074953287714;
1681;9.85074429126748;21.5;-4.985075209126748;
1682;9.85074424965784;22;-4.985075464965784;
1683;9.850744208048202;22.5;-4.98507572080482;
1684;9.850744166438561;23;-4.985075976643858;
1685;9.850744124828921;23.5;-4.985076232482894;
1686;9.85074408321928;24;-4.985076488321928;
1687;9.85074404160964;24.5;-4.985076744160964;
1688;20;0;-2;
1689;10.14925595839036;24.5;-4.985076744160964;
1690;10.14925591678072;24;-4.985076488321928;
1691;10.149255875171079;23.5;-4.985076232482894;
1692;10.149255833561439;23;-4.985075976643858;
1693;10.149255791951798;22.5;-4.98507572080482;
1694;10.14925575034216;22;-4.985075464965784;
1695;10.14925570873252;21.5;-4.985075209126748;
1696;10.14925566712288;21;-4.985074953287714;
1697;10.14925562551324;20.5;-4.985074697448678;
1698;1.8470375;25;-4.184703750000001;
1699;2.052264;25;-4.2052265;
1700;2.2574905;25;-4.22574925;
1701;2.462717;25;-4.246272000000001;
1702;2.6679435;25;-4.266794750000001;
1703;2.87317;25;-4.287317500000001;
1704;3.0783965;25;-4.30784025;
1705;3.488849375;25;-4.348885625000001;
1706;3.69407575;25;-4.36940825;
1707;3.899302125;25;-4.389930875;
1708;4.1045285;25;-4.4104535;
1709;4.309754875000001;25;-4.430976125;
1710;4.51498125;25;-4.45149875;
1711;4.720207625;25;-4.472021375;
1712;4.93475475;25;-4.493476;
1713;4.9440755;25;-4.494408;
1714;4.95339625;25;-4.49534;
1715;4.962717;25;-4.496272;
1716;4.97203775;25;-4.497204;
1717;4.9813585;25;-4.498136;
1718;4.99067925;25;-4.499068000000001;
1719;6.772348375;25;-4.67723575;
1720;6.97757475;25;-4.6977585;
1721;7.182801125;25;-4.71828125;
1722;7.3880275;25;-4.738804;
1723;7.593253875;25;-4.75932675;
1724;7.79848025;25;-4.7798495;
1725;8.003706625;25;-4.800372250000002;
1726;8.414159375000002;25;-4.84141775;
1727;8.61938575;25;-4.8619405;
1728;8.824612125;25;-4.882463250000002;
1729;9.0298385;25;-4.902986;
1730;9.235064875;25;-4.92350875;
1731;9.440291250000001;25;-4.9440315;
1732;9.645517625;25;-4.964554250000002;
1733;9.869401;25;-4.986942375;
1734;9.888058;25;-4.98880775;
1735;9.906715;25;-4.990673125000002;
1736;9.925372;25;-4.9925385;
1737;9.944029;25;-4.994403875;
1738;9.962686;25;-4.99626925;
1739;9.981343;25;-4.998134625;
1740;10.354482375;25;-4.964554250000002;
1741;10.559708749999999;25;-4.9440315;
1742;10.764935125;25;-4.92350875;
1743;10.9701615;25;-4.902986;
1744;11.175387875;25;-4.882463250000002;
1745;11.38061425;25;-4.8619405;
1746;11.585840625;25;-4.84141775;
1747;11.996293375;25;-4.800372250000002;
1748;12.20151975;25;-4.7798495;
1749;12.406746125;25;-4.75932675;
1750;12.6119725;25;-4.738804;
1751;12.817198875;25;-4.71828125;
1752;13.022425250000001;25;-4.6977585;
1753;13.227651625;25;-4.67723575;
1754;13.62876825;25;-4.637123875;
1755;13.8246585;25;-4.61753475;
1756;14.02054875;25;-4.597945625;
1757;14.216439000000001;25;-4.5783565;
1758;14.41232925;25;-4.558767375;
1759;14.6082195;25;-4.53917825;
1760;14.80410975;25;-4.519589125;
1761;15.279792375000001;25;-4.472021375;
1762;15.485018750000002;25;-4.45149875;
1763;15.690245125;25;-4.430976125;
1764;15.895471500000003;25;-4.4104535;
1765;16.100697875;25;-4.389930875;
1766;16.30592425;25;-4.36940825;
1767;16.511150625000003;25;-4.348885625000001;
1768;16.9216035;25;-4.30784025;
1769;17.12683;25;-4.287317500000001;
1770;17.3320565;25;-4.266794750000001;
1771;17.537283000000002;25;-4.246272000000001;
1772;17.7425095;25;-4.22574925;
1773;17.947736;25;-4.2052265;
1774;18.1529625;25;-4.184703750000001;
1775;18.563415375;25;-4.143658375;
1776;18.76864175;25;-4.123135750000001;
1777;18.973868125;25;-4.102613125000001;
1778;19.179094499999994;25;-4.0820905;
1779;19.384320875;25;-4.061567875;
1780;19.58954725;25;-4.04104525;
1781;19.794773625;25;-4.020522625;
1782;10;0;-4.5;
1783;15;0;-0.5;
1784;15;0;-1.5;
1785;0;5;-0.5;
1786;0;5;-1;
1787;0;5;-1.5;
1788;0;5;-2;
1789;0;5;-2.5;
1790;0;5;-3.5;
1791;1.026131875;5;-4.102613125000001;
1792;1.23135825;5;-4.123135750000001;
1793;1.436584625;5;-4.143658375;
1794;5.19589025;5;-4.519589125;
1795;10.055971;5;-4.994403875;
1796;10.074628;5;-4.9925385;
1797;10.093285;5;-4.990673125000002;
1798;10.111942;5;-4.98880775;
1799;10.130599;5;-4.986942375;
1800;15.00932075;5;-4.499068000000001;
1801;15.018641500000003;5;-4.498136;
1802;15.02796225;5;-4.497204;
1803;15.037283;5;-4.496272;
1804;15.04660375;5;-4.49534;
1805;15.0559245;5;-4.494408;
1806;15.06524525;5;-4.493476;
1807;20;5;-0.5;
1808;20;5;-1;
1809;20;5;-1.5;
1810;20;5;-2;
1811;20;5;-2.5;
1812;20;5;-3;
1813;20;5;-3.5;
1814;0;10;-2;
1815;0;10;-2.5;
1816;0;10;-3;
1817;0;10;-3.5;
1818;0.41045275;10;-4.04104525;
1819;5.19589025;10;-4.519589125;
1820;5.3917805;10;-4.53917825;
1821;5.58767075;10;-4.558767375;
1822;5.783561000000002;10;-4.5783565;
1823;5.97945125;10;-4.597945625;
1824;6.1753415;10;-4.61753475;
1825;6.37123175;10;-4.637123875;
1826;10.018657;10;-4.998134625;
1827;10.037314;10;-4.99626925;
1828;10.055971;10;-4.994403875;
1829;10.074628;10;-4.9925385;
1830;10.093285;10;-4.990673125000002;
1831;10.111942;10;-4.98880775;
1832;10.130599;10;-4.986942375;
1833;15.00932075;10;-4.499068000000001;
1834;15.018641500000003;10;-4.498136;
1835;15.02796225;10;-4.497204;
1836;15.037283;10;-4.496272;
1837;15.04660375;10;-4.49534;
1838;15.0559245;10;-4.494408;
1839;15.06524525;10;-4.493476;
1840;20;10;-0.5;
1841;20;10;-1;
1842;20;10;-1.5;
1843;20;10;-2;
1844;20;10;-2.5;
1845;20;10;-3;
1846;20;10;-3.5;
1847;0;15;-0.5;
1848;0;15;-1;
1849;0;15;-1.5;
1850;0;15;-2;
1851;0;15;-2.5;
1852;0;15;-3;
1853;0;15;-3.5;
1854;0.205226375;15;-4.020522625;
1855;0.41045275;15;-4.04104525;
1856;0.615679125;15;-4.061567875;
1857;0.8209055;15;-4.0820905;
1858;1.026131875;15;-4.102613125000001;
1859;1.23135825;15;-4.123135750000001;
1860;1.436584625;15;-4.143658375;
1861;5.19589025;15;-4.519589125;
1862;5.3917805;15;-4.53917825;
1863;5.58767075;15;-4.558767375;
1864;5.783561000000002;15;-4.5783565;
1865;5.97945125;15;-4.597945625;
1866;6.1753415;15;-4.61753475;
1867;6.37123175;15;-4.637123875;
1868;10.018657;15;-4.998134625;
1869;10.037314;15;-4.99626925;
1870;10.055971;15;-4.994403875;
1871;10.074628;15;-4.9925385;
1872;10.093285;15;-4.990673125000002;
1873;10.111942;15;-4.98880775;
1874;10.130599;15;-4.986942375;
1875;15.00932075;15;-4.499068000000001;
1876;15.018641500000003;15;-4.498136;
1877;15.02796225;15;-4.497204;
1878;15.037283;15;-4.496272;
1879;15.04660375;15;-4.49534;
1880;15.0559245;15;-4.494408;
1881;15.06524525;15;-4.493476;
1882;20;15;-0.5;
1883;20;15;-1;
1884;20;15;-1.5;
1885;20;15;-2;
1886;20;15;-2.5;
1887;20;15;-3;
1888;20;15;-3.5;
1889;0;20;-0.5;
1890;0;20;-1;
1891;0;20;-1.5;
1892;0;20;-2;
1893;0;20;-2.5;
1894;0;20;-3;
1895;0;20;-3.5;
1896;0.20522642786745;20;-4.020522642786746;
1897;0.4104528557349;20;-4.04104528557349;
1898;0.61567928360235;20;-4.061567928360235;
1899;0.8209057114698;20;-4.08209057114698;
1900;1.02613213933725;20;-4.102613213933725;
1901;1.2313585672047;20;-4.12313585672047;
1902;1.43658499507215;20;-4.143658499507215;
1903;5.195890191982006;20;-4.5195890191982;
1904;5.39178038396401;20;-4.5391780383964;
1905;5.587670575946016;20;-4.5587670575946;
1906;5.78356076792802;20;-4.5783560767928;
1907;5.979450959910026;20;-4.597945095991;
1908;6.17534115189203;20;-4.6175341151892;
1909;6.371231343874036;20;-4.6371231343874;
1910;10.01865694798795;20;-4.998134305201206;
1911;10.037313895975897;20;-4.99626861040241;
1912;10.05597084396385;20;-4.994402915603616;
1913;10.0746277919518;20;-4.99253722080482;
1914;10.09328473993975;20;-4.990671526006026;
1915;10.1119416879277;20;-4.98880583120723;
1916;10.13059863591565;20;-4.986940136408436;
1917;15.009320736631839;20;-4.499067926336817;
1918;15.018641473263674;20;-4.498135852673633;
1919;15.027962209895515;20;-4.497203779010449;
1920;15.03728294652735;20;-4.496271705347265;
1921;15.046603683159187;20;-4.495339631684082;
1922;15.055924419791026;20;-4.494407558020898;
1923;15.065245156422865;20;-4.493475484357714;
1924;20;20;-0.5;
1925;20;20;-1;
1926;20;20;-1.5;
1927;20;20;-2;
1928;20;20;-2.5;
1929;20;20;-3;
1930;20;20;-3.5;
1931;0;25;-0.5;
1932;0;25;-1;
1933;0;25;-1.5;
1934;0;25;-2;
1935;0;25;-2.5;
1936;0;25;-3;
1937;0;25;-3.5;
1938;0.205226375;25;-4.020522625;
1939;0.41045275;25;-4.04104525;
1940;0.615679125;25;-4.061567875;
1941;0.8209055;25;-4.0820905;
1942;1.026131875;25;-4.102613125000001;
1943;1.23135825;25;-4.123135750000001;
1944;1.436584625;25;-4.143658375;
1945;5.19589025;25;-4.519589125;
1946;5.3917805;25;-4.53917825;
1947;5.58767075;25;-4.558767375;
1948;5.783561000000002;25;-4.5783565;
1949;5.97945125;25;-4.597945625;
1950;6.1753415;25;-4.61753475;
1951;6.37123175;25;-4.637123875;
1952;10.018657;25;-4.998134625;
1953;10.037314;25;-4.99626925;
1954;10.055971;25;-4.994403875;
1955;10.074628;25;-4.9925385;
1956;10.093285;25;-4.990673125000002;
1957;10.111942;25;-4.98880775;
1958;10.130599;25;-4.986942375;
1959;15.00932075;25;-4.499068000000001;
1960;15.018641500000003;25;-4.498136;
1961;15.02796225;25;-4.497204;
1962;15.037283;25;-4.496272;
1963;15.04660375;25;-4.49534;
1964;15.0559245;25;-4.494408;
1965;15.06524525;25;-4.493476;
1966;20;25;-0.5;
1967;20;25;-1;
1968;20;25;-1.5;
1969;20;25;-2;
1970;20;25;-2.5;
1971;20;25;-3;
1972;20;25;-3.5;
1973;5;25;-0.5;
1974;5;25;-1;
1975;5;25;-1.5;
1976;5;25;-2;
1977;5;25;-2.5;
