Node No.;Displacements [mm];;;;Rotations [mrad];;;
76;32.4;0.3;-2.3;32.3;-2.7;0.2;0.0;
83;5.6;-2.2;-1.2;5.0;-2.4;-3.8;0.0;
84;12.4;-1.5;-1.5;12.2;-4.1;-4.5;0.2;
85;19.7;-0.8;-1.7;19.7;-5.5;-4.3;0.5;
86;26.0;-0.2;-1.8;26.0;-4.9;-3.2;0.5;
87;30.3;0.2;-1.9;30.2;-4.1;-1.8;0.3;
89;31.8;0.3;-2.2;31.8;-3.0;-0.1;0.0;
95;5.8;2.8;-1.2;4.9;-2.4;3.7;0.0;
96;12.3;2.1;-1.5;12.0;-4.1;4.5;-0.2;
97;19.6;1.4;-1.7;19.5;-5.4;4.3;-0.5;
98;25.9;0.8;-1.8;25.9;-4.9;3.3;-0.4;
99;30.2;0.4;-1.9;30.1;-4.1;1.8;-0.3;
100;31.8;0.3;-2.2;31.8;-3.0;0.2;0.0;
111;5.9;-2.4;-1.1;5.3;-2.7;-3.9;0.0;
112;13.0;-1.7;-1.5;12.8;-4.4;-4.8;0.3;
113;20.8;-0.9;-1.6;20.7;-5.7;-4.5;0.5;
114;27.5;-0.3;-1.7;27.4;-5.2;-3.5;0.5;
115;32.0;0.1;-1.8;32.0;-4.4;-1.9;0.3;
116;5.7;0.0;-4.5;3.4;6.5;-1.3;-1.7;
117;33.8;0.3;-2.1;33.7;-3.2;-0.1;0.0;
118;5.5;0.5;-4.6;3.1;4.1;1.5;0.0;
119;2.3;0.1;-2.3;0.2;-4.0;0.7;0.5;
120;3.8;-0.1;-3.5;1.5;-0.6;-1.1;-0.3;
121;4.1;0.3;-3.6;1.9;0.6;0.8;0.3;
122;2.7;0.0;-2.6;0.1;-1.8;0.3;0.1;
123;6.1;3.0;-1.1;5.2;-2.7;3.9;0.0;
124;12.9;2.3;-1.4;12.6;-4.3;4.8;-0.3;
125;20.6;1.5;-1.6;20.5;-5.6;4.5;-0.5;
126;27.4;0.9;-1.7;27.3;-5.1;3.5;-0.5;
127;32.0;0.4;-1.8;31.9;-4.3;2.0;-0.3;
128;33.8;0.3;-2.1;33.7;-3.2;0.2;0.0;
129;5.7;-0.1;-4.5;3.4;6.8;1.2;1.7;
130;5.5;-0.6;-4.5;3.0;4.1;-1.6;0.0;
131;2.3;-0.1;-2.3;0.1;-3.9;-0.5;-0.5;
132;3.8;0.0;-3.4;1.6;-0.6;1.1;0.3;
133;4.1;-0.4;-3.6;2.0;0.5;-0.8;-0.3;
134;2.6;-0.1;-2.6;0.2;-1.9;-0.3;-0.1;
139;4.0;0.0;-2.5;3.2;0.9;-1.3;-0.9;
140;4.0;0.5;-2.8;2.9;-0.9;1.4;0.0;
141;1.8;0.1;-1.8;0.1;-5.3;0.7;0.5;
142;2.8;-0.1;-2.3;1.6;-3.6;-1.1;0.3;
143;3.1;0.3;-2.4;1.9;-2.9;0.8;0.5;
145;2.2;0.0;-2.2;0.1;-3.0;0.3;0.1;
151;4.0;-0.1;-2.5;3.1;1.1;1.2;0.8;
152;4.0;-0.6;-2.7;2.9;-0.8;-1.5;-0.1;
153;1.8;-0.1;-1.8;0.1;-5.2;-0.5;-0.5;
154;2.8;0.0;-2.3;1.6;-3.6;1.1;-0.3;
155;3.1;-0.4;-2.3;2.0;-2.9;-0.8;-0.5;
156;2.2;-0.1;-2.2;0.2;-3.0;-0.3;-0.1;
Total;33.8;3.5;0.0;33.7;6.8;4.8;1.9;
max/min;0.0;-2.9;-4.6;0.0;-6.0;-4.8;-1.9;
