Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
10;12;4.000;γ_xz;-0.03;0.00;-0.11;0.6;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_x;-0.03;0.00;-0.11;0.6;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.000;κ_x;-0.03;0.00;-0.11;-0.1;-0.4;-0.2;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;κ_y;-0.03;0.00;-0.10;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_y;-0.03;0.00;-0.11;0.6;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_z;-0.03;0.00;-0.11;0.6;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;2.000;κ_z;-0.03;0.00;-0.11;0.0;-0.8;-0.2;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-0.03;0.00;-0.10;0.6;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-0.03;0.00;-0.11;-0.1;-1.7;-0.2;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-0.02;0.00;0.14;0.1;-1.2;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.825;;-0.02;0.00;0.14;0.1;-1.2;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;1.005;;-0.02;0.00;0.14;0.1;-1.1;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;ε_x;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;ε_x;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;γ_xy;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;γ_xy;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;γ_xz;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;γ_xz;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_x;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;κ_x;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_y;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;κ_y;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_z;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;κ_z;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-0.02;0.00;0.14;0.1;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-0.02;0.00;0.14;0.1;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-0.02;0.00;0.06;0.1;0.5;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-0.02;0.00;0.06;0.1;0.7;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;0.787;;-0.02;0.00;0.06;0.1;0.7;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-0.02;0.00;0.06;0.1;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;ε_x;-0.02;0.00;0.06;0.1;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;ε_x;-0.02;0.00;0.06;0.1;0.5;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;γ_xy;-0.02;0.00;0.06;0.1;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;γ_xy;-0.02;0.00;0.06;0.1;0.5;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;γ_xz;-0.02;0.00;0.06;0.1;0.5;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;γ_xz;-0.02;0.00;0.06;0.1;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
