Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
Total;;;;-0.02;0.00;0.00;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-0.02;0.00;0.00;0.0;0.0;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;ε_x;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;ε_x;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;γ_xy;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.333;γ_xy;-0.03;0.00;-0.11;0.0;-1.4;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;γ_xz;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;γ_xz;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;κ_x;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_x;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;κ_y;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_y;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;κ_z;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;κ_z;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-0.03;0.00;-0.11;0.0;0.0;0.0;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-0.03;0.00;-0.11;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;ε_x;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;ε_x;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;γ_xy;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;γ_xy;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;γ_xz;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;γ_xz;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;κ_x;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_x;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_y;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;κ_y;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;κ_z;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;0.412;κ_z;-0.02;0.00;0.14;0.0;-1.5;0.0;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-0.02;0.00;0.14;0.0;-0.8;0.0;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-0.02;0.00;0.14;0.0;-1.7;0.0;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;ε_x;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;ε_x;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;γ_xy;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;1.378;γ_xy;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;γ_xz;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;γ_xz;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;1.378;κ_x;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;κ_x;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;κ_y;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;κ_y;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;κ_z;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;κ_z;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-0.02;0.00;0.06;0.0;0.8;0.0;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-0.02;0.00;0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;ε_x;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;ε_x;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;γ_xy;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;γ_xy;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;γ_xz;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;γ_xz;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;κ_x;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;κ_x;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;κ_y;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;κ_y;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;κ_z;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;κ_z;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
Total;;;;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
13;;;;-0.02;0.00;0.01;0.0;1.0;0.0;Beam | 1 - IPE 500 | L : 0.150 m
;;;;;;;;;;
14;15;0.000;;-0.02;0.00;-0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 0.075 m
14;125;0.075;;-0.02;0.00;-0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 0.075 m
Extremes;15;0.000;ε_x;-0.02;0.00;-0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 0.075 m
14;125;0.075;ε_x;-0.02;0.00;-0.06;0.0;0.4;0.0;Beam | 1 - IPE 500 | L : 0.075 m
