Node No.;Displacements [mm];;;;Rotations [mrad];;;
127;30.4;0.4;1.9;30.3;3.8;1.8;0.3;
128;32.0;0.3;2.2;31.9;2.9;0.2;0.0;
129;4.0;-0.1;2.5;3.1;-1.5;1.2;-0.9;
130;4.0;-0.6;2.8;2.9;0.4;-1.5;0.0;
131;1.9;-0.1;1.9;0.1;4.8;-0.5;0.5;
132;2.9;0.0;2.4;1.6;3.0;1.1;0.2;
133;3.2;-0.4;2.5;2.0;2.2;-0.8;0.4;
134;2.3;-0.1;2.3;0.2;2.5;-0.3;0.1;
139;5.6;0.0;4.4;3.4;-6.5;-1.3;1.7;
140;5.4;0.5;4.4;3.1;-4.0;1.5;0.0;
141;2.1;0.1;2.1;0.2;4.2;0.7;-0.6;
142;3.6;-0.1;3.2;1.5;0.9;-1.1;0.3;
143;3.9;0.3;3.4;1.9;-0.1;0.8;-0.4;
145;2.4;0.0;2.4;0.1;2.2;0.3;-0.1;
151;5.6;-0.1;4.4;3.4;-6.7;1.2;-1.7;
152;5.4;-0.6;4.4;3.0;-4.0;-1.6;0.0;
153;2.1;-0.1;2.1;0.1;4.1;-0.5;0.6;
154;3.5;0.0;3.2;1.6;0.9;1.1;-0.3;
155;3.9;-0.4;3.3;2.0;0.0;-0.8;0.4;
156;2.4;-0.1;2.4;0.2;2.3;-0.3;0.1;
Total;33.9;3.5;4.4;33.8;6.0;4.8;1.9;
max/min;0.0;-2.9;0.0;0.0;-6.7;-4.8;-1.9;
