Member No.;Node;Location;;Forces [kN];;;Moments [kNm];;;
3;3;0.000;M_y;-0.51;-0.51;7.98;0.02;-9.23;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
3;142;1.575;M_z;-0.44;-0.23;7.46;0.01;2.93;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;3;0.000;M_z;-0.51;-0.51;7.98;0.02;-9.23;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;-0.44;-0.23;7.98;0.02;2.93;0.19;Beam | 3 - HEA 140 | L : 1.575 m
3;;;;-0.51;-0.51;7.46;0.01;-9.23;-0.46;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
4;4;0.000;;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;;0.075;N;1.65;-0.58;10.35;0.01;-7.10;-0.83;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;N;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_y;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_y;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;V_z;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;V_z;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_T;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_T;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_y;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_y;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
4;156;0.150;M_z;1.65;-0.57;10.32;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;4;0.000;M_z;1.65;-0.58;10.37;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;1.65;-0.57;10.37;0.01;-6.33;-0.79;Beam | 3 - HEA 140 | L : 0.150 m
4;;;;1.65;-0.58;10.32;0.01;-7.88;-0.87;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
5;5;0.000;;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.93;-0.30;14.20;0.09;-8.88;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;;0.037;;1.93;-0.30;14.20;0.09;-8.88;-0.47;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;153;0.075;N;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;N;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_y;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_y;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;V_z;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;V_z;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_T;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_T;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_y;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_y;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
5;153;0.075;M_z;1.94;-0.29;14.19;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;5;0.000;M_z;1.93;-0.30;14.22;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;1.94;-0.29;14.22;0.09;-8.34;-0.46;Beam | 3 - HEA 140 | L : 0.075 m
5;;;;1.93;-0.30;14.19;0.09;-9.41;-0.49;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
6;7;0.000;;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-10.97;-0.11;1.43;-0.01;3.08;0.67;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.500;;-10.97;-0.11;1.43;-0.01;3.08;0.67;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;;-10.87;-0.01;1.24;-0.01;3.40;0.68;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;6;4.000;N;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;N;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_y;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_y;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;V_z;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;V_z;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_T;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.000;M_T;-11.18;-0.33;1.85;-0.01;2.26;0.56;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_y;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
6;7;0.000;M_y;-11.58;-0.78;2.68;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.000 m
6;;1.738;M_z;-10.87;-0.01;1.24;-0.01;3.40;0.68;Beam | 2 - HEA 160 | L : 4.000 m
6;6;4.000;M_z;-9.95;0.50;0.27;0.00;4.82;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;-9.95;0.50;2.68;0.00;4.82;0.68;Beam | 2 - HEA 160 | L : 4.000 m
6;;;;-11.58;-0.78;0.27;-0.01;0.00;-0.06;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
7;8;0.000;;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.738;;-23.72;0.09;0.25;0.00;1.77;-0.42;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;;-23.51;0.00;-0.18;0.00;1.79;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.58;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;;-22.58;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;3;4.500;N;-22.58;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;N;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_y;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_y;-22.58;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;V_z;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;3;4.500;V_z;-22.58;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;1.000;M_T;-24.02;0.22;0.90;0.00;1.35;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
7;;3.000;M_T;-23.20;-0.14;-0.69;0.00;1.44;-0.39;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.000;M_y;-23.61;0.04;0.02;0.00;1.81;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_y;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;8;0.000;M_z;-24.43;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;2.238;M_z;-23.51;0.00;-0.18;0.00;1.79;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.58;0.40;1.79;0.00;1.81;0.00;Beam | 2 - HEA 160 | L : 4.500 m
7;;;;-24.43;-0.38;-1.10;0.00;0.00;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
8;9;0.000;;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;;-22.81;0.04;0.01;0.00;2.25;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-21.68;-0.37;-1.23;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;;-21.68;-0.37;-1.23;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;4;5.000;N;-21.68;-0.37;-1.23;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;N;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_y;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_y;-21.68;-0.37;-1.23;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;V_z;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;4;5.000;V_z;-21.68;-0.37;-1.23;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;1.000;M_T;-23.32;0.23;1.11;0.00;1.56;-0.31;Beam | 2 - HEA 160 | L : 5.000 m
8;;3.500;M_T;-22.29;-0.16;-0.86;0.00;1.66;-0.40;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.238;M_y;-22.81;0.04;0.01;0.00;2.25;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_y;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;9;0.000;M_z;-23.73;0.39;2.00;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;2.500;M_z;-22.70;-0.01;-0.21;0.00;2.23;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-21.68;0.39;2.00;0.00;2.25;0.00;Beam | 2 - HEA 160 | L : 5.000 m
8;;;;-23.73;-0.37;-1.23;0.00;0.00;-0.48;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
9;10;0.000;;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.738;;-23.48;0.09;0.25;0.00;1.77;-0.42;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;;-23.27;0.00;-0.18;0.00;1.79;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.34;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;;-22.34;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;5;4.500;N;-22.34;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;N;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_y;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_y;-22.34;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;V_z;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;5;4.500;V_z;-22.34;-0.38;-1.10;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;1.000;M_T;-23.78;0.22;0.90;0.00;1.35;-0.31;Beam | 2 - HEA 160 | L : 4.500 m
9;;3.000;M_T;-22.96;-0.13;-0.69;0.00;1.44;-0.39;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.000;M_y;-23.37;0.04;0.02;0.00;1.81;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_y;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;10;0.000;M_z;-24.19;0.40;1.79;0.00;0.00;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;2.238;M_z;-23.27;0.00;-0.18;0.00;1.79;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-22.34;0.40;1.79;0.00;1.81;0.00;Beam | 2 - HEA 160 | L : 4.500 m
9;;;;-24.19;-0.38;-1.10;0.00;0.00;-0.44;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
10;11;0.000;;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-109.51;0.03;-64.43;0.03;-97.56;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;;1.500;;-109.51;0.03;-64.43;0.03;-97.56;-0.05;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
Extremes;12;4.000;N;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;N;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_y;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;V_y;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.000;V_z;-107.82;0.02;-63.75;0.06;-193.58;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;V_z;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_T;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_T;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_y;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;12;4.000;M_y;-106.74;0.01;-63.93;0.09;-257.39;-0.06;Beam | 1 - IPE 500 | L : 4.000 m
10;11;0.000;M_z;-111.30;0.04;-65.59;0.01;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;3.000;M_z;-107.82;0.02;-63.75;0.06;-193.58;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
Total;;;;-106.74;0.04;-63.75;0.09;0.00;0.00;Beam | 1 - IPE 500 | L : 4.000 m
10;;;;-111.30;0.01;-65.59;0.01;-257.39;-0.07;Beam | 1 - IPE 500 | L : 4.000 m
;;;;;;;;;;
11;12;0.000;;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
Extremes;111;1.650;N;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;N;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_y;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_y;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;V_z;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;V_z;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_T;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_T;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
11;111;1.650;M_y;-69.10;-0.52;78.72;-0.12;-126.21;-0.21;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_y;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;12;0.000;M_z;-69.55;-0.22;80.52;-0.05;-257.63;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;;1.031;M_z;-69.25;-0.41;79.42;-0.09;-175.14;-0.28;Beam | 1 - IPE 500 | L : 1.650 m
Total;;;;-69.10;-0.22;80.52;-0.05;-126.21;-0.09;Beam | 1 - IPE 500 | L : 1.650 m
11;;;;-69.55;-0.52;78.72;-0.12;-257.63;-0.28;Beam | 1 - IPE 500 | L : 1.650 m
;;;;;;;;;;
12;13;0.000;;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
Extremes;114;1.575;N;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;N;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_y;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_y;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;V_z;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;V_z;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_T;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_T;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;114;1.575;M_y;-53.53;-0.05;33.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_y;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
12;;1.378;M_z;-53.54;-0.05;33.77;0.03;113.60;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;13;0.000;M_z;-53.66;-0.09;35.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
Total;;;;-53.53;-0.05;35.52;0.03;120.22;0.93;Beam | 1 - IPE 500 | L : 1.575 m
12;;;;-53.66;-0.09;33.52;0.03;65.84;0.89;Beam | 1 - IPE 500 | L : 1.575 m
;;;;;;;;;;
13;14;0.000;;-49.94;-0.43;3.96;-0.03;159.35;-0.31;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;;-49.95;-0.43;3.76;-0.03;159.93;-0.21;Beam | 1 - IPE 500 | L : 0.150 m
Extremes;14;0.000;N;-49.94;-0.43;3.96;-0.03;159.35;-0.31;Beam | 1 - IPE 500 | L : 0.150 m
13;128;0.150;N;-49.95;-0.43;3.76;-0.03;159.93;-0.21;Beam | 1 - IPE 500 | L : 0.150 m
13;14;0.000;V_y;-49.94;-0.43;3.96;-0.03;159.35;-0.31;Beam | 1 - IPE 500 | L : 0.150 m
